==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
319.76ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.77ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.77ms  2.4950us                    -               -         -         -         -      108B  41.281MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.78ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.78ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.79ms  2.7200us                    -               -         -         -         -      108B  37.867MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.79ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.79ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.80ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.80ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.81ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.81ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.82ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.82ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.83ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.83ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.83ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.84ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.84ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.85ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.85ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.86ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.86ms  2.6880us                    -               -         -         -         -      108B  38.317MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.86ms  2.6560us                    -               -         -         -         -      108B  38.779MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.87ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.87ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.88ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.88ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.89ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.89ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.89ms  2.6880us                    -               -         -         -         -      108B  38.317MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.90ms  2.6560us                    -               -         -         -         -      108B  38.779MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.90ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.91ms  2.4950us                    -               -         -         -         -      108B  41.281MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.91ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.92ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.92ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.93ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.93ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.93ms  2.6560us                    -               -         -         -         -      108B  38.779MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.94ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.94ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.95ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.95ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.96ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.96ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.97ms  2.6240us                    -               -         -         -         -      108B  39.252MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.97ms  2.6880us                    -               -         -         -         -      108B  38.317MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.97ms  2.4950us                    -               -         -         -         -      108B  41.281MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.98ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.98ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.99ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.99ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
